Target,Target_Namespace,Target_Type,Target_Method,Job_Id,Job_AnalyzeLaunchVariance,Job_EvaluateOverhead,Job_MaxAbsoluteError,Job_MaxRelativeError,Job_MinInvokeCount,Job_MinIterationTime,Job_OutlierMode,Job_Affinity,Job_EnvironmentVariables,Job_Jit,Job_LargeAddressAware,Job_Platform,Job_PowerPlanMode,Job_Runtime,Job_AllowVeryLargeObjects,Job_Concurrent,Job_CpuGroups,Job_Force,Job_HeapAffinitizeMask,Job_HeapCount,Job_NoAffinitize,Job_RetainVm,Job_Server,Job_Arguments,Job_BuildConfiguration,Job_Clock,Job_EngineFactory,Job_NuGetReferences,Job_Toolchain,Job_IsMutator,Job_InvocationCount,Job_IterationCount,Job_IterationTime,Job_LaunchCount,Job_MaxIterationCount,Job_MaxWarmupIterationCount,Job_MemoryRandomization,Job_MinIterationCount,Job_MinWarmupIterationCount,Job_RunStrategy,Job_UnrollFactor,Job_WarmupCount,Job_Display,Params,Measurement_LaunchIndex,Measurement_IterationMode,Measurement_IterationStage,Measurement_IterationIndex,Measurement_Nanoseconds,Measurement_Operations,Measurement_Value,Gen_0,Gen_1,Gen_2,Allocated_Bytes
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Overhead,Warmup,1,3502500,1048576,3.34,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Overhead,Warmup,2,3502375,1048576,3.34,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Overhead,Warmup,3,3498083,1048576,3.34,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Overhead,Warmup,4,3537292,1048576,3.37,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Overhead,Warmup,5,3606750,1048576,3.44,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Overhead,Warmup,6,3533375,1048576,3.37,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Overhead,Warmup,7,3545667,1048576,3.38,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Overhead,Warmup,8,3524458,1048576,3.36,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Overhead,Actual,1,3509375,1048576,3.35,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Overhead,Actual,2,3532292,1048576,3.37,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Overhead,Actual,3,3531834,1048576,3.37,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Overhead,Actual,4,3588542,1048576,3.42,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Overhead,Actual,5,3536500,1048576,3.37,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Overhead,Actual,6,3526667,1048576,3.36,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Overhead,Actual,7,3550209,1048576,3.39,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Overhead,Actual,8,3576041,1048576,3.41,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Overhead,Actual,9,3540709,1048576,3.38,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Overhead,Actual,10,3503291,1048576,3.34,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Overhead,Actual,11,3499917,1048576,3.34,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Overhead,Actual,12,3540541,1048576,3.38,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Overhead,Actual,13,3519750,1048576,3.36,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Overhead,Actual,14,3503000,1048576,3.34,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Overhead,Actual,15,3565333,1048576,3.4,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Warmup,1,767107375,1048576,731.57,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Warmup,2,768014416,1048576,732.44,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Warmup,3,768086416,1048576,732.5,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Warmup,4,767597875,1048576,732.04,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Warmup,5,767749208,1048576,732.18,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Warmup,6,767807667,1048576,732.24,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Warmup,7,767838750,1048576,732.27,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Warmup,8,768577750,1048576,732.97,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Warmup,9,769968416,1048576,734.3,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Warmup,10,767973792,1048576,732.4,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Actual,1,765592291,1048576,730.13,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Actual,2,768058250,1048576,732.48,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Actual,3,768186083,1048576,732.6,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Actual,4,773233791,1048576,737.41,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Actual,5,768472625,1048576,732.87,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Actual,6,765669625,1048576,730.2,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Actual,7,767669084,1048576,732.11,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Actual,8,767701500,1048576,732.14,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Actual,9,767556917,1048576,732,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Actual,10,765335500,1048576,729.88,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Actual,11,768192416,1048576,732.61,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Actual,12,768371458,1048576,732.78,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Actual,13,767871041,1048576,732.3,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Actual,14,767832708,1048576,732.26,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Actual,15,768167166,1048576,732.58,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Result,1,762059999,1048576,726.76,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Result,2,764525958,1048576,729.11,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Result,3,764653791,1048576,729.23,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Result,4,764940333,1048576,729.5,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Result,5,762137333,1048576,726.83,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Result,6,764136792,1048576,728.74,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Result,7,764169208,1048576,728.77,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Result,8,764024625,1048576,728.63,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Result,9,761803208,1048576,726.51,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Result,10,764660124,1048576,729.24,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Result,11,764839166,1048576,729.41,0,0,0,0
Logica.ComSpan,Explicacao_Span,Logica,ComSpan,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,.NET 7.0(Runtime=.NET 7.0),,1,Workload,Result,12,764338749,1048576,728.93,0,0,0,0
